Date,Open,High,Low,Close,Adj Close,Volume
4/4/2018,256.75,264.359985,256.600006,263.559998,248.554977,123715300
4/5/2018,265.549988,266.640015,264.320007,265.640015,250.516586,82652600
4/6/2018,263.420013,265.109985,258,259.720001,244.933563,179521200
4/9/2018,261.369995,264.839996,259.940002,261,246.140732,105442900
4/10/2018,264.269989,266.040009,262.980011,265.149994,250.054398,103529000
4/11/2018,263.470001,265.640015,263.390015,263.76001,248.743607,91140200
4/12/2018,265.26001,267,265.059998,265.929993,250.790009,68890500
4/13/2018,267.410004,267.540009,264.01001,265.149994,250.054398,85079200
4/16/2018,267,268.200012,266.070007,267.329987,252.110321,63405300
4/17/2018,269.329987,270.869995,268.75,270.190002,254.80748,64682000
4/18/2018,270.690002,271.299988,269.869995,270.390015,254.996124,57303900
4/19/2018,269.649994,269.880005,267.720001,268.890015,253.581543,77655900
4/20/2018,268.809998,269.059998,265.609985,266.609985,251.431366,99953100
4/23/2018,267.26001,267.890015,265.350006,266.570007,251.393585,65558000
4/24/2018,267.730011,267.980011,261.279999,262.980011,248.007996,112885500
4/25/2018,262.910004,264.130005,260.850006,263.630005,248.621002,103840900
4/26/2018,264.790009,267.25,264.290009,266.309998,251.148376,67731900
4/27/2018,267,267.339996,265.5,266.559998,251.384186,57053600
4/30/2018,267.26001,267.890015,264.429993,264.51001,249.450882,82182300
5/1/2018,263.869995,265.100006,262.109985,264.980011,249.894135,74203400
5/2/2018,264.76001,265.679993,262.76001,263.200012,248.215469,86368900
5/3/2018,262.26001,263.359985,259.049988,262.619995,247.668488,136311500
5/4/2018,261.519989,266.790009,261.149994,266.019989,250.874893,91222100
5/7/2018,266.890015,268.019989,266.109985,266.920013,251.723694,55304900
5/8/2018,266.5,267.329987,265.149994,266.920013,251.723694,67499200
5/9/2018,267.679993,269.869995,267.089996,269.5,254.156769,59666100
5/10/2018,270.339996,272.390015,270.220001,272.019989,256.533325,72063900
5/11/2018,272.160004,273.149994,271.579987,272.850006,257.31604,59871500
5/14/2018,273.339996,274.079987,272.359985,272.980011,257.43866,54790600
5/15/2018,271.589996,271.609985,270.029999,271.100006,255.665649,87036100
5/16/2018,271.140015,272.76001,271.109985,272.23999,256.740814,53942600
5/17/2018,271.940002,273.230011,271.130005,272.01001,256.523865,56536400
5/18/2018,271.619995,272.029999,270.929993,271.329987,255.882599,64368000
5/21/2018,273.01001,273.980011,272.570007,273.369995,257.806427,58025900
5/22/2018,273.959991,274.25,272.23999,272.609985,257.089722,52966400
5/23/2018,271.170013,273.390015,270.98999,273.359985,257.797028,64694200
5/24/2018,272.910004,273.220001,270.779999,272.799988,257.268951,76043800
5/25/2018,272.149994,272.859985,271.579987,272.149994,256.655945,56374800
5/29/2018,270.309998,271.170013,267.76001,269.019989,253.704086,115908600
5/30/2018,270.5,273.109985,270.420013,272.609985,257.089722,69678400
5/31/2018,272.149994,272.48999,270.26001,270.940002,255.514847,93519900
6/1/2018,272.410004,273.940002,272.329987,273.600006,258.023407,71258400
6/4/2018,274.529999,275.190002,274.26001,274.899994,259.24939,45385200
6/5/2018,275.049988,275.529999,274.179993,275.100006,259.437958,51135000
6/6/2018,275.790009,277.519989,275.089996,277.399994,261.607086,62732200
6/7/2018,277.950012,278.279999,276.339996,277.369995,261.578705,72969400
6/8/2018,276.850006,278.25,276.660004,278.190002,262.352051,72139700
6/11/2018,278.440002,279.369995,278.309998,278.559998,262.701019,58892500
6/12/2018,279.029999,279.329987,278.190002,278.920013,263.040497,72329000
6/13/2018,279.190002,279.480011,277.799988,278.029999,262.201111,79070600
6/14/2018,279.01001,279.329987,278.059998,278.730011,262.861298,77097600
6/15/2018,276.600006,277.51001,275.350006,277.130005,262.52594,120041600
6/18/2018,275.48999,276.700012,274.950012,276.559998,261.986053,52917600
6/19/2018,274,275.75,273.529999,275.5,260.981842,97531500
6/20/2018,276.269989,276.720001,275.589996,275.970001,261.427124,53785500
6/21/2018,275.959991,275.980011,273.679993,274.23999,259.788269,71061400
6/22/2018,275.660004,275.790009,274.48999,274.73999,260.261932,54898500
6/25/2018,273.440002,273.619995,269.100006,271,256.718964,137854200
6/26/2018,271.640015,272.559998,270.790009,271.600006,257.287384,68547400
6/27/2018,272.26001,273.869995,269.179993,269.350006,255.155945,105110700
6/28/2018,269.290009,271.75,268.48999,270.890015,256.614807,76650500
6/29/2018,272.119995,273.660004,271.149994,271.279999,256.984253,97592500
7/2/2018,269.51001,272.040009,269.23999,271.859985,257.533691,63554800
7/3/2018,272.869995,272.980011,270.420013,270.899994,256.624237,42187100
7/5/2018,272.170013,273.179993,270.959991,273.109985,258.717773,56925900
7/6/2018,273.140015,275.839996,272.709991,275.420013,260.906036,66493700
7/9/2018,276.549988,277.959991,276.5,277.899994,263.255402,50550400
7/10/2018,278.410004,279.01001,278.079987,278.899994,264.202698,51966800
7/11/2018,277.149994,278.040009,276.519989,276.859985,262.270172,77054700
7/12/2018,278.279999,279.429993,277.600006,279.369995,264.647919,60124700
7/13/2018,279.170013,279.929993,278.660004,279.589996,264.856323,48216000
7/16/2018,279.640015,279.799988,278.839996,279.339996,264.619568,48201000
7/17/2018,278.470001,280.910004,278.410004,280.470001,265.689911,52315500
7/18/2018,280.559998,281.179993,280.059998,281.059998,266.248901,44593500
7/19/2018,280.309998,280.73999,279.459991,280,265.24472,61412100
7/20/2018,279.769989,280.480011,279.5,279.679993,264.941559,82337700
7/23/2018,279.450012,280.429993,279.059998,280.200012,265.434174,47047600
7/24/2018,281.790009,282.559998,280.630005,281.609985,266.769867,68026900
7/25/2018,281.329987,284.369995,281.279999,284.01001,269.043427,78882900
7/26/2018,283.200012,284.109985,283.089996,283.339996,268.408691,57919500
7/27/2018,283.709991,283.820007,280.380005,281.420013,266.589874,76768700
7/30/2018,281.51001,281.690002,279.359985,279.950012,265.197327,63742500
7/31/2018,280.809998,282.019989,280.380005,281.329987,266.504608,68570500
8/1/2018,281.559998,282.130005,280.130005,280.859985,266.059418,53853300
8/2/2018,279.390015,282.579987,279.160004,282.390015,267.508759,63426400
8/3/2018,282.529999,283.660004,282.329987,283.600006,268.654968,53935400
8/6/2018,283.640015,284.98999,283.200012,284.640015,269.640198,39400900
8/7/2018,285.390015,286.01001,285.23999,285.579987,270.53067,43196600
8/8/2018,285.390015,285.910004,284.940002,285.459991,270.416962,42114600
8/9/2018,285.529999,285.970001,284.920013,285.070007,270.047577,35717000
8/10/2018,283.450012,284.059998,282.359985,283.160004,268.238159,77076000
8/13/2018,283.470001,284.160004,281.769989,282.100006,267.234131,65732900
8/14/2018,282.920013,284.170013,282.480011,283.899994,268.93924,43842000
8/15/2018,282.380005,282.540009,280.160004,281.779999,266.930908,102925400
8/16/2018,283.399994,285.040009,283.359985,284.059998,269.090729,69967900
8/17/2018,283.829987,285.559998,283.369995,285.059998,270.038086,65618500
8/20/2018,285.570007,285.970001,285.059998,285.670013,270.616028,39807500
8/21/2018,286.25,287.309998,285.709991,286.339996,271.25058,67272000
8/22/2018,285.880005,286.76001,285.579987,286.170013,271.0896,44993300
8/23/2018,285.970001,286.940002,285.429993,285.790009,270.729614,49204900
8/24/2018,286.440002,287.670013,286.380005,287.51001,272.358978,57487400
8/27/2018,288.859985,289.899994,288.679993,289.779999,274.509308,57072400
8/28/2018,290.299988,290.420013,289.399994,289.920013,274.641998,46943500
8/29/2018,290.160004,291.73999,289.890015,291.480011,276.119751,61485500
8/30/2018,290.940002,291.359985,289.630005,290.299988,275.001953,61229500
8/31/2018,289.839996,290.809998,289.290009,290.309998,275.011414,66140800
9/4/2018,289.839996,290.209991,288.679993,289.809998,274.537781,57594400
9/5/2018,289.410004,289.640015,287.890015,289.029999,273.79892,72452400
9/6/2018,289.149994,289.48999,287,288.160004,272.974701,65909900
9/7/2018,286.980011,288.700012,286.709991,287.600006,272.444183,73524800
9/10/2018,288.73999,289.040009,287.880005,288.100006,272.917847,50210900
9/11/2018,287.369995,289.549988,286.980011,289.049988,273.817841,50530500
9/12/2018,289.059998,289.799988,288.230011,289.119995,273.884125,59810800
9/13/2018,290.320007,291.040009,290,290.829987,275.503967,51034200
9/14/2018,291.059998,291.269989,290,290.880005,275.551361,55079900
9/17/2018,290.820007,290.859985,289.029999,289.339996,274.092499,68244000
9/18/2018,289.579987,291.579987,289.549988,290.910004,275.579834,61930400
9/19/2018,290.970001,291.690002,290.829987,291.220001,275.873474,49080600
9/20/2018,292.640015,293.940002,291.23999,293.579987,278.1091,100360600
9/21/2018,293.089996,293.220001,291.809998,291.98999,277.85498,105479700
9/24/2018,291.339996,291.5,290.369995,291.019989,276.931976,53409600
9/25/2018,291.529999,291.649994,290.480011,290.75,276.675049,44370000
9/26/2018,290.910004,292.23999,289.410004,289.880005,275.847198,79739700
9/27/2018,290.410004,291.910004,290.100006,290.690002,276.61795,59249500
9/28/2018,289.98999,291.279999,289.950012,290.720001,276.646484,70091400
10/1/2018,292.109985,292.929993,290.980011,291.730011,277.607666,62078900
10/2/2018,291.559998,292.359985,291.140015,291.559998,277.445801,47258200
10/3/2018,292.73999,293.209991,291.320007,291.720001,277.598083,64694600
10/4/2018,291.179993,291.23999,287.660004,289.440002,275.428406,111545900
10/5/2018,289.690002,290.269989,286.220001,287.820007,273.886902,105951700
10/8/2018,287.049988,288.220001,285.5,287.820007,273.886902,87742200
10/9/2018,287.390015,288.859985,286.769989,287.399994,273.487183,74339000
10/10/2018,286.829987,286.910004,277.880005,278.299988,264.827728,214731000
10/11/2018,277.079987,278.899994,270.359985,272.170013,258.994507,274840500
10/12/2018,276.769989,277.089996,272.369995,275.950012,262.591522,183186500
10/15/2018,275.549988,277.040009,274.299988,274.399994,261.116516,102263700
10/16/2018,276.600006,280.820007,276.070007,280.399994,266.82605,118255800
10/17/2018,280.440002,281.149994,277.559998,280.450012,266.873657,110626000
10/18/2018,279.399994,280.070007,274.970001,276.399994,263.019684,134557500
10/19/2018,277.130005,279.299988,275.470001,276.25,262.876984,139901600
10/22/2018,277,277.359985,274.410004,275.01001,261.696991,82415800
10/23/2018,270.950012,274.869995,268.609985,273.609985,260.364746,146352700
10/24/2018,273.329987,273.76001,264.700012,265.320007,252.476089,177806700
10/25/2018,267.380005,271.809998,266.230011,270.079987,257.005646,138061500
10/26/2018,265.920013,271,262.290009,265.329987,252.485596,201574600
10/29/2018,268.799988,270.25,259.850006,263.859985,251.086761,160749100
10/30/2018,263.670013,268.119995,263.119995,267.769989,254.807449,157116000
10/31/2018,270.649994,273.230011,270.119995,270.630005,257.529022,128296300
11/1/2018,271.600006,273.730011,270.380005,273.51001,260.269623,99495000
11/2/2018,274.75,275.230011,269.589996,271.890015,258.728058,122634100
11/5/2018,272.440002,274.01001,271.350006,273.390015,260.155457,65622500
11/6/2018,273.320007,275.299988,273.25,275.119995,261.801666,60085900
11/7/2018,277.559998,281.100006,277.079987,281.01001,267.406555,102752100
11/8/2018,280.109985,281.220001,279.220001,280.5,266.921204,65584900
11/9/2018,279.029999,279.23999,276.179993,277.76001,264.313904,98812600
11/12/2018,277.190002,277.459991,271.98999,272.570007,259.375092,99673600
11/13/2018,273.089996,275.329987,271.25,272.059998,258.889832,98176600
11/14/2018,274.160004,274.609985,268.450012,270.200012,257.119904,125335900
11/15/2018,268.779999,273.540009,267.01001,273.019989,259.803345,135101400
11/16/2018,271.790009,274.75,271.209991,273.730011,260.479004,126668000
11/19/2018,273.049988,273.380005,268.070007,269.100006,256.07309,103061700
11/20/2018,265.359985,267,263.149994,264.119995,251.334167,136021300
11/21/2018,265.859985,267.149994,265.01001,265.019989,252.190582,75563700
11/23/2018,263.179993,264.820007,263.070007,263.25,250.506287,42807900
11/26/2018,265.779999,267.75,265.339996,267.5,254.550537,79981400
11/27/2018,266.339996,268.399994,265.660004,268.399994,255.406982,75502400
11/28/2018,269.600006,274.579987,268.329987,274.579987,261.28775,127629600
11/29/2018,273.709991,275.549988,272.429993,273.980011,260.716858,82346400
11/30/2018,273.809998,276.279999,273.450012,275.649994,262.306,98204200
12/3/2018,280.279999,280.399994,277.51001,279.299988,265.779266,103176300
12/4/2018,278.369995,278.850006,269.899994,270.25,257.167419,177986000
12/6/2018,265.920013,269.970001,262.440002,269.839996,256.777252,204185400
12/7/2018,269.459991,271.220001,262.630005,263.570007,250.81076,161018900
12/10/2018,263.369995,265.160004,258.619995,264.070007,251.286591,151445900
12/11/2018,267.660004,267.869995,262.480011,264.130005,251.343704,121504400
12/12/2018,267.470001,269,265.369995,265.459991,252.609283,97976700
12/13/2018,266.519989,267.48999,264.119995,265.369995,252.523682,96662700
12/14/2018,262.959991,264.029999,259.850006,260.470001,247.86087,116961100
12/17/2018,259.399994,260.649994,253.529999,255.360001,242.998276,165492300
12/18/2018,257.200012,257.950012,253.279999,255.080002,242.731796,134515100
12/19/2018,255.169998,259.399994,249.350006,251.259995,239.09671,214992800
12/20/2018,249.860001,251.619995,244.649994,247.169998,235.204712,252053400
12/21/2018,246.740005,249.710007,239.979996,240.699997,230.385483,255345600
12/24/2018,239.039993,240.839996,234.270004,234.339996,224.298019,147311600
12/26/2018,235.970001,246.179993,233.759995,246.179993,235.630646,218485400
12/27/2018,242.570007,248.289993,238.960007,248.070007,237.439667,186267300
12/28/2018,249.580002,251.399994,246.449997,247.75,237.133347,153100200
12/31/2018,249.559998,250.190002,247.470001,249.919998,239.210373,144299400
1/2/2019,245.979996,251.210007,245.949997,250.179993,239.459229,126925200
1/3/2019,248.229996,248.570007,243.669998,244.210007,233.745056,144140700
1/4/2019,247.589996,253.110001,247.169998,252.389999,241.574493,142628800
1/7/2019,252.690002,255.949997,251.690002,254.380005,243.479263,103139100
1/8/2019,256.820007,257.309998,254,256.769989,245.766846,102512600
1/9/2019,257.559998,258.910004,256.190002,257.970001,246.915421,95006600
1/10/2019,256.26001,259.160004,255.5,258.880005,247.786407,96823900
1/11/2019,257.679993,259.01001,257.029999,258.980011,247.882126,73858100
1/14/2019,256.859985,258.299988,256.410004,257.399994,246.369843,70908200
1/15/2019,257.820007,260.700012,257.809998,260.350006,249.193451,85208300
1/16/2019,260.829987,261.970001,260.600006,260.980011,249.796432,77636700
1/17/2019,260.01001,263.920013,259.959991,262.959991,251.691605,96118400
1/18/2019,264.980011,266.980011,263,266.459991,255.041611,127900300
1/22/2019,264.820007,265.059998,261.059998,262.859985,251.595856,115531200
1/23/2019,264.01001,264.790009,260.660004,263.410004,252.122314,86030300
1/24/2019,263.209991,264.200012,262.079987,263.549988,252.256271,59204100
1/25/2019,265.609985,266.700012,263.660004,265.779999,254.390762,96883400
1/28/2019,263.390015,263.829987,261.790009,263.76001,252.457336,85613700
1/29/2019,263.920013,264.549988,262.480011,263.410004,252.122314,66136300
1/30/2019,265.100006,268.519989,264.25,267.579987,256.113586,92473700
1/31/2019,267.51001,270.470001,267.269989,269.929993,258.362915,104012100
2/1/2019,270.149994,271.200012,269.179993,270.059998,258.487335,85782500
2/4/2019,270.109985,272.029999,269.359985,271.959991,260.305878,60744800
2/5/2019,272.440002,273.440002,271.880005,273.100006,261.397064,79552800
2/6/2019,272.790009,273.339996,271.920013,272.73999,261.05246,58347800
2/7/2019,270.940002,271.549988,268.290009,270.140015,258.563965,95482000
2/8/2019,268.75,270.579987,267.829987,270.470001,258.879761,75788900
2/11/2019,271.200012,271.48999,270.029999,270.619995,259.023315,68021400
2/12/2019,272.420013,274.519989,272.339996,274.100006,262.354248,72270200
2/13/2019,275.029999,275.929993,274.559998,274.98999,263.206055,65277200
2/14/2019,273.779999,275.640015,272.869995,274.380005,262.622192,83234400
2/15/2019,276.359985,277.410004,276.130005,277.369995,265.484039,97088700
2/19/2019,276.480011,278.579987,276.470001,277.850006,265.943512,59120800
2/20/2019,277.809998,278.920013,277.25,278.410004,266.479523,76610800
2/21/2019,277.700012,278.100006,276.350006,277.420013,265.531982,64214700
2/22/2019,278.109985,279.359985,277.399994,279.140015,267.178253,78114600
2/25/2019,280.730011,281.309998,279.429993,279.519989,267.541962,69030700
2/26/2019,279.130005,280.299988,278.899994,279.320007,267.350555,56844100
2/27/2019,278.519989,279.589996,277.480011,279.200012,267.235596,56921600
2/28/2019,278.959991,279.450012,278.320007,278.679993,266.737854,69268300
3/1/2019,280.440002,280.880005,278.820007,280.420013,268.403412,78880500
3/4/2019,281.600006,281.869995,276.839996,279.399994,267.427094,106494600
3/5/2019,279.540009,279.76001,278.410004,279.019989,267.063354,59114600
3/6/2019,279.149994,279.160004,276.970001,277.329987,265.44577,75039800
3/7/2019,276.829987,276.98999,274.070007,275.01001,263.22522,94885100
3/8/2019,272.940002,274.649994,272.420013,274.459991,262.69873,85795800
3/11/2019,275.26001,278.619995,275.230011,278.440002,266.508209,65098900
3/12/2019,279.059998,280.070007,278.850006,279.48999,267.513245,79667500
3/13/2019,280.480011,282.380005,280.299988,281.339996,269.283997,80639200
3/14/2019,281.369995,281.839996,280.670013,281.160004,269.111633,67518400
3/15/2019,280.540009,282.209991,280.329987,281.309998,270.441284,81309000
3/18/2019,281.549988,282.660004,281.299988,282.329987,271.421844,62199800
3/19/2019,283.51001,284.359985,281.410004,282.399994,271.489136,90268100
3/20/2019,282.160004,283.5,280.320007,281.549988,270.671936,84609200
3/21/2019,280.640015,285.179993,280.589996,284.730011,273.729156,79550400
3/22/2019,283.220001,283.799988,279.179993,279.25,268.460846,122659300
3/25/2019,278.869995,280.190002,277.640015,279.040009,268.258942,85575200
3/26/2019,280.98999,282.179993,279.559998,281.119995,270.258606,68125900
3/27/2019,281.109985,281.76001,277.929993,279.649994,268.845398,72224700
3/28/2019,280.350006,281.209991,279.070007,280.709991,269.86441,56238500
3/29/2019,282.390015,282.839996,281.140015,282.480011,271.56601,82186800
4/1/2019,284.700012,286.160004,284.399994,285.829987,274.786621,77617900
4/2/2019,286.040009,286.230011,285.089996,285.970001,274.921204,40070400
4/3/2019,287.320007,287.76001,285.75,286.420013,275.353851,68243200
4/4/2019,286.779999,287.459991,286.01001,287.179993,276.084442,48997500
4/5/2019,287.920013,288.630005,287.600006,288.570007,277.420715,58621700
4/8/2019,288.100006,288.910004,287.369995,288.790009,277.632233,53566300
4/9/2019,287.720001,288.079987,286.700012,287.309998,276.209442,66142300
4/10/2019,287.769989,288.390015,287.309998,288.290009,277.151611,52601500
4/11/2019,288.829987,288.839996,287.579987,288.209991,277.074615,55093100
4/12/2019,290,290.470001,288.26001,290.160004,278.949341,69727800
4/15/2019,290.23999,290.350006,289.079987,289.970001,278.766632,49596700
4/16/2019,290.950012,291.01001,289.5,290.160004,278.949341,52153200
4/17/2019,291.399994,291.429993,288.98999,289.450012,278.266724,58268300
4/18/2019,290.100006,290.320007,288.660004,290.019989,278.814758,68708500
4/22/2019,289.170013,290.440002,289.070007,290.269989,279.055023,40160100
4/23/2019,290.679993,293.140015,290.420013,292.880005,281.564209,52246600
4/24/2019,292.790009,293.160004,292.070007,292.230011,280.939331,50392900
4/25/2019,292.119995,292.779999,290.730011,292.049988,280.766266,57770900
4/26/2019,292.100006,293.48999,291.23999,293.410004,282.073761,50916400
4/29/2019,293.51001,294.450012,293.410004,293.869995,282.51593,57197700
4/30/2019,293.48999,294.339996,291.920013,294.019989,282.660156,81111700
5/1/2019,294.720001,294.950012,291.799988,291.809998,280.535522,71671900
5/2/2019,291.679993,292.700012,289.519989,291.179993,279.929871,65030200
5/3/2019,292.820007,294.339996,291.299988,294.029999,282.6698,56543700
5/6/2019,289.25,293.309998,288.899994,292.820007,281.506531,107198100
5/7/2019,290.149994,290.809998,285.809998,287.929993,276.80542,144729900
5/8/2019,287.529999,289.429993,286.869995,287.529999,276.420929,91568300
5/9/2019,285.230011,287.329987,283.299988,286.660004,275.584564,103471100
5/10/2019,285.619995,288.940002,282.299988,288.100006,276.968903,112429300
5/13/2019,282.420013,283.48999,279.929993,280.859985,270.008606,127290500
5/14/2019,281.98999,285.100006,281.850006,283.399994,272.45047,77003200
5/15/2019,281.589996,285.769989,281.359985,285.059998,274.046356,73956400
5/16/2019,285.839996,289.209991,285.76001,287.700012,276.584351,76749600
5/17/2019,285.140015,288.600006,285.119995,285.839996,274.796204,100353000
5/20/2019,284.059998,285.959991,283.119995,283.950012,272.979279,62877600
5/21/2019,285.829987,286.929993,285.549988,286.51001,275.440308,46847100
5/22/2019,285.450012,286.690002,285.100006,285.630005,274.59433,49482500
5/23/2019,283.160004,283.209991,280.570007,282.140015,271.239166,98733800
5/24/2019,283.73999,284.200012,282.089996,282.779999,271.854462,55268100
5/28/2019,283.089996,284.149994,280.130005,280.149994,269.32605,70029400
5/29/2019,278.910004,279.359985,276.709991,278.269989,267.518707,104972900
5/30/2019,279.109985,280.040009,277.809998,279.029999,268.249359,62523800
5/31/2019,276.200012,277.119995,275.23999,275.269989,264.634613,86862800
6/3/2019,275.309998,276.549988,273.089996,274.570007,263.96167,96428000
6/4/2019,277.119995,280.679993,276.619995,280.529999,269.691376,77231900
6/5/2019,282.329987,282.98999,280.320007,282.959991,272.027466,71169700
6/6/2019,283.290009,285.549988,282.570007,284.799988,273.796387,69430400
6/7/2019,285.929993,288.850006,285.73999,287.649994,276.536285,74272200
6/10/2019,289.369995,290.820007,288.869995,288.970001,277.805298,60799100
6/11/2019,290.98999,291.399994,288.179993,288.899994,277.737976,58641300
6/12/2019,288.640015,289.26001,287.820007,288.390015,277.247772,47096300
6/13/2019,289.399994,289.980011,288.619995,289.579987,278.391724,48945200
6/14/2019,289.26001,289.929993,288.410004,289.26001,278.084045,52324700
6/17/2019,289.519989,290.220001,289.179993,289.369995,278.189819,39205700
6/18/2019,291.390015,293.570007,290.98999,292.399994,281.102783,85434800
6/19/2019,292.549988,293.649994,291.470001,293.059998,281.737244,78674400
6/20/2019,296.040009,296.309998,293.130005,295.859985,284.429047,116570000
6/21/2019,294.130005,295.519989,293.76001,294,284.015594,83309500
6/24/2019,294.230011,294.579987,293.470001,293.640015,283.667847,47582700
6/25/2019,293.700012,293.730011,290.640015,290.76001,280.88559,82028700
6/26/2019,291.75,292.309998,290.350006,290.470001,280.60553,51584900
6/27/2019,291.309998,292.059998,290.890015,291.5,281.600555,40355200
6/28/2019,292.579987,293.549988,292.01001,293,283.049561,59350900
7/1/2019,296.679993,296.920013,294.329987,295.660004,285.619232,78705600
7/2/2019,295.609985,296.48999,294.679993,296.429993,286.363129,61504500
7/3/2019,297.179993,298.820007,297.019989,298.799988,288.652618,40898900
7/5/2019,297.440002,298.640015,296.01001,298.459991,288.324158,51677300
7/8/2019,297.01001,298.26001,296.220001,296.820007,286.739868,45841800
7/9/2019,295.540009,297.519989,295.480011,297.190002,287.097229,41101300
7/10/2019,298.369995,299.660004,297.779999,298.609985,288.469055,58448500
7/11/2019,299.320007,299.579987,298.200012,299.309998,289.145233,50826100
7/12/2019,299.850006,300.730011,299.51001,300.649994,290.439789,40326000
7/15/2019,301.130005,301.130005,300.190002,300.75,290.536316,33900000
7/16/2019,300.649994,300.880005,299.440002,299.779999,289.599335,36650100
7/17/2019,299.75,299.929993,297.73999,297.73999,287.628601,36036300
7/18/2019,297.190002,299.25,296.700012,298.829987,288.68158,51392600
7/19/2019,300.040009,300.070007,296.980011,297.170013,287.077911,58678600
7/22/2019,297.609985,298.5,297.040009,297.899994,287.783112,43638100
7/23/2019,299.140015,300.029999,298.220001,300.029999,289.84082,44564500
7/24/2019,299.190002,301.440002,299.089996,301.440002,291.202972,47213200
7/25/2019,300.940002,301,299.109985,300,289.811859,55394100
7/26/2019,300.76001,302.230011,300.619995,302.01001,291.753601,45084100
7/29/2019,301.880005,302.01001,300.850006,301.459991,291.22226,38126500
7/30/2019,299.910004,301.170013,299.48999,300.720001,290.507385,45849000
7/31/2019,300.98999,301.200012,295.200012,297.429993,287.329163,104245200
8/1/2019,297.600006,300.869995,293.959991,294.839996,284.827087,142646600
8/2/2019,293.850006,294.119995,290.899994,292.619995,282.682526,116749700
8/5/2019,288.089996,288.209991,281.720001,283.820007,274.181305,178745400
8/6/2019,285.910004,288.040009,284.279999,287.799988,278.026184,120711700
8/7/2019,284.399994,288.820007,282.040009,287.970001,278.190399,140572300
8/8/2019,289.619995,293.619995,289.01001,293.619995,283.648529,87713900
8/9/2019,292.579987,293.23999,289.649994,291.619995,281.716431,93730000
8/12/2019,289.959991,291.609985,287.019989,288.070007,278.287079,65527600
8/13/2019,287.73999,294.149994,287.359985,292.549988,282.614838,94299800
8/14/2019,288.070007,288.73999,283.76001,283.899994,274.258606,135622100
8/15/2019,284.880005,285.640015,282.390015,284.649994,274.983124,99556600
8/16/2019,286.480011,289.329987,284.709991,288.850006,279.040527,83018300
8/19/2019,292.190002,293.079987,291.440002,292.329987,282.402344,53571800
8/20/2019,291.769989,292.359985,289.950012,290.089996,280.238373,51596400
8/21/2019,292.480011,292.859985,291.720001,292.450012,282.518219,49524700
8/22/2019,293.230011,293.929993,290.399994,292.359985,282.431335,51666400
8/23/2019,290.920013,292.76001,283.470001,284.850006,275.176361,149161500
8/26/2019,287.269989,288,285.579987,288,278.219421,72423800
8/27/2019,289.540009,289.950012,286.029999,286.869995,277.127747,66668900
8/28/2019,286.140015,289.070007,285.25,288.890015,279.079163,59696700
8/29/2019,291.720001,293.160004,290.609985,292.579987,282.64386,57899400
8/30/2019,294.220001,294.23999,291.420013,292.450012,282.518219,62901200
9/3/2019,290.570007,291.579987,289.269989,290.73999,280.866302,69101400
9/4/2019,293.140015,294.059998,292.309998,294.040009,284.054321,46887300
9/5/2019,296.790009,298.829987,294,297.820007,287.705902,83258100
9/6/2019,298.170013,298.76001,297.420013,298.049988,287.92807,49584300
9/9/2019,299.140015,299.23999,297.160004,298.200012,288.072998,51260300
9/10/2019,297.359985,298.200012,295.970001,298.130005,288.005341,57947100
9/11/2019,298.470001,300.339996,297.75,300.25,290.053375,68821100
9/12/2019,301.25,302.459991,300.410004,301.290009,291.058044,72908700
9/13/2019,301.779999,302.170013,300.679993,301.089996,290.864868,62104800
9/16/2019,299.839996,301.140015,299.450012,300.160004,289.96637,58191200
9/17/2019,299.940002,301.019989,299.75,300.920013,290.700623,41475500
9/18/2019,300.48999,301.220001,298.23999,301.100006,290.874512,73375800
9/19/2019,301.529999,302.630005,300.709991,301.079987,290.855164,76560500
9/20/2019,300.359985,300.670013,297.410004,298.279999,289.480927,89565000
9/23/2019,297.549988,299,297.269989,298.209991,289.412994,43476800
9/24/2019,299.410004,299.839996,294.809998,295.869995,287.142059,94869400
9/25/2019,295.959991,298.109985,294.329987,297.619995,288.840393,71854000
9/26/2019,297.630005,297.859985,295.450012,297,288.238708,56179700
9/27/2019,297.829987,297.950012,293.690002,295.399994,286.685883,84746600
9/30/2019,295.970001,297.549988,295.920013,296.769989,288.015442,51662400
10/1/2019,297.73999,298.459991,293,293.23999,284.58963,88242400
10/2/2019,291.5,291.51001,286.640015,288.059998,279.562439,122539500
10/3/2019,287.809998,290.450012,284.820007,290.420013,281.852814,85278800
10/4/2019,291.140015,294.630005,291.079987,294.350006,285.666901,65091200
10/7/2019,293.470001,295.26001,292.769989,293.079987,284.434326,59610500
10/8/2019,291.040009,291.850006,288.48999,288.529999,280.018585,95708100
10/9/2019,290.75,292.299988,290.059998,291.269989,282.677734,62359400
10/10/2019,291.179993,294.209991,291,293.23999,284.58963,55296300
10/11/2019,296.269989,298.73999,296.140015,296.279999,287.539948,98720400
10/14/2019,295.929993,296.670013,295.570007,295.950012,287.219696,40394800
10/15/2019,297.100006,299.700012,296.970001,298.880005,290.063202,46754500
10/16/2019,298.369995,299.160004,297.920013,298.399994,289.597412,48928200
10/17/2019,299.679993,300.23999,298.519989,299.279999,290.451477,45736600
10/18/2019,298.690002,299.399994,297.029999,297.970001,289.180084,64304000
10/21/2019,299.420013,300.209991,298.940002,299.98999,291.140442,39048600
10/22/2019,300.579987,300.899994,298.910004,299.01001,290.189392,48594700
